age,gender,education,occupation,organization_type,seniority,annual_income,disposable_income,house_type,vehicle_type,marital_status,no_card,default
46,Female,Graduate,Salaried,None,Mid-level 1,117582,4015,Rented,Two Wheeler,Married,0,0
21,Female,Other,Professional,None,None,268847,5210,Owned,None,Single,1,0
25,Male,Post Graduate,Student,None,None,220558,3136,Rented,Two Wheeler,Married,0,0
27,Male,Graduate,Salaried,Tier 3,Mid-level 1,156643,20819,Rented,Two Wheeler,Married,1,0
29,Male,Post Graduate,Professional,None,None,94608,12377,Owned,Two Wheeler,Married,1,0
27,Male,Graduate,Salaried,None,Entry,511355,43784,Rented,None,Single,0,0
29,Male,Under Graduate,Salaried,Tier 3,Junior,161355,10724,Rented,None,Married,0,0
28,Male,Graduate,Business,None,None,408616,15860,Owned,None,Married,0,0
21,Male,Graduate,Salaried,Tier 2,Junior,186488,25222,Owned,Four Wheeler,Married,1,0
24,Male,Graduate,Student,None,None,214516,10715,Rented,Two Wheeler,Married,0,0
21,Male,Graduate,Professional,None,None,205962,21732,Family,None,Single,0,0
53,Male,Graduate,Salaried,Tier 3,Mid-level 1,429432,2344,Rented,None,Other,0,0
19,Male,Graduate,Professional,None,None,55573,49820,Rented,Two Wheeler,Married,1,0
27,Male,Graduate,Salaried,Tier 3,Junior,357483,12866,Company provided,Two Wheeler,Married,0,0
28,Female,Graduate,Business,None,None,137888,14535,Rented,None,Married,0,0
25,Male,Other,Business,None,None,293371,10088,Rented,None,Married,1,0
21,Male,Post Graduate,Student,None,None,118971,3841,Rented,None,Married,1,0
20,Male,Graduate,Student,None,None,140154,47077,Rented,None,Married,2,0
29,Male,Post Graduate,Business,None,None,241288,11568,Family,None,Single,0,0
32,Female,Other,Salaried,Tier 2,Mid-level 1,178366,14350,Rented,None,Married,2,0
56,Female,Graduate,Salaried,None,Mid-level 1,145560,2400,Rented,None,Single,0,0
23,Male,Under Graduate,Salaried,None,Mid-level 1,100812,35175,Company provided,Four Wheeler,Married,1,0
26,Male,Post Graduate,Professional,None,None,223398,7062,Rented,None,Married,0,1
21,Female,Graduate,Salaried,Tier 1,Entry,615998,44167,Rented,Two Wheeler,Married,1,0
25,Male,Post Graduate,Salaried,None,Mid-level 1,227554,1294,Rented,None,Other,0,0
28,Male,Other,Salaried,None,Mid-level 1,58395,8206,Owned,Two Wheeler,Married,0,0
44,Male,Graduate,Professional,None,None,218684,7354,Rented,None,Single,1,0
28,Female,Graduate,Salaried,None,Entry,240032,20917,Owned,None,Married,1,0
30,Male,Under Graduate,Professional,None,None,102444,23279,Company provided,None,Married,0,0
46,Female,Graduate,Business,None,None,456571,14154,Rented,Two Wheeler,Married,0,0
21,Male,Post Graduate,Business,None,None,152236,11398,Owned,Two Wheeler,Single,0,0
25,Male,Other,Salaried,Tier 3,Junior,271194,2133,Owned,None,Other,0,0
30,Male,Post Graduate,Professional,None,None,317706,35938,Rented,None,Other,0,0
59,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,135103,15726,Owned,None,Married,0,0
25,Female,Graduate,Salaried,None,Entry,422519,19257,Rented,None,Married,1,0
25,Male,Under Graduate,Salaried,Tier 3,Junior,659053,27297,Rented,Two Wheeler,Married,0,0
18,Male,Under Graduate,Salaried,Tier 1,Entry,407410,20413,Owned,None,Other,0,0
18,Female,Post Graduate,Salaried,None,Mid-level 1,433644,47144,Family,None,Married,0,0
24,Male,Post Graduate,Professional,None,None,208580,1442,Rented,None,Married,0,0
25,Female,Under Graduate,Salaried,Tier 2,Junior,426713,17866,Family,Two Wheeler,Married,2,0
38,Male,Graduate,Salaried,Tier 3,Mid-level 1,211450,46771,Family,Two Wheeler,Married,0,0
33,Female,Graduate,Business,None,None,360305,2024,Rented,None,Married,1,0
48,Male,Other,Salaried,None,Mid-level 1,79258,23663,Company provided,None,Other,0,0
34,Male,Other,Salaried,Tier 3,Mid-level 1,237468,12919,Rented,Two Wheeler,Married,0,0
28,Male,Under Graduate,Salaried,None,Entry,211316,3730,Rented,None,Single,1,0
27,Male,Graduate,Salaried,None,Junior,472873,15833,Rented,None,Single,0,0
27,Male,Under Graduate,Professional,None,None,721229,42701,Family,Two Wheeler,Married,0,0
25,Female,Post Graduate,Professional,None,None,402808,14074,Family,None,Married,1,1
34,Male,Graduate,Salaried,Tier 3,Mid-level 1,449798,35331,Rented,Two Wheeler,Married,0,0
52,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,623462,33172,Owned,Two Wheeler,Married,2,0
22,Male,Other,Salaried,Tier 2,Mid-level 1,298783,3788,Company provided,None,Married,0,0
19,Male,Graduate,Business,None,None,125929,1221,Owned,None,Single,0,0
27,Male,Graduate,Salaried,Tier 3,Junior,192058,19000,Rented,Four Wheeler,Married,1,0
56,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,141012,15124,Rented,None,Married,0,0
29,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,203720,10017,Family,None,Other,0,0
27,Male,Graduate,Salaried,None,Entry,164504,30406,Rented,None,Single,0,0
39,Male,Post Graduate,Professional,None,None,344237,17810,Company provided,None,Single,0,0
43,Female,Under Graduate,Salaried,Tier 3,Mid-level 1,102780,8435,Owned,None,Married,0,0
30,Male,Graduate,Salaried,None,Junior,356156,35011,Rented,Two Wheeler,Married,0,0
29,Female,Graduate,Professional,None,None,171039,1477,Rented,Two Wheeler,Married,2,0
32,Male,Graduate,Professional,None,None,387350,35746,Owned,None,Married,0,0
28,Male,Other,Salaried,None,Junior,263679,15330,Family,None,Single,0,0
19,Female,Graduate,Salaried,None,Entry,196875,2818,Owned,Two Wheeler,Married,0,0
36,Male,Graduate,Salaried,Tier 3,Mid-level 1,433433,10596,Owned,Four Wheeler,Single,0,0
35,Male,Graduate,Business,None,None,239271,24472,Rented,None,Married,0,1
23,Male,Graduate,Business,None,None,174482,8916,Owned,None,Married,0,0
28,Female,Graduate,Salaried,Tier 3,Mid-level 1,294030,38941,Rented,None,Single,0,0
37,Male,Graduate,Salaried,Tier 3,Mid-level 1,495785,22271,Rented,None,Other,2,1
29,Female,Post Graduate,Business,None,None,302609,2608,Company provided,Two Wheeler,Other,0,0
47,Male,Post Graduate,Professional,None,None,482580,9289,Rented,None,Married,0,0
29,Male,Graduate,Professional,None,None,449750,8289,Family,None,Married,0,0
36,Male,Graduate,Business,None,None,192912,34876,Owned,Four Wheeler,Single,0,0
30,Male,Graduate,Professional,None,None,98889,1122,Owned,Two Wheeler,Married,0,0
18,Female,Graduate,Business,None,None,154345,32330,Rented,None,Married,0,0
21,Male,Graduate,Salaried,None,Mid-level 1,302304,11009,Company provided,None,Married,0,0
28,Female,Post Graduate,Business,None,None,301594,13426,Owned,None,Married,1,0
25,Male,Graduate,Salaried,None,Mid-level 1,418142,27129,Family,Two Wheeler,Single,1,1
35,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,136020,3886,Rented,None,Single,1,0
27,Male,Graduate,Salaried,Tier 3,Entry,135979,2269,Owned,None,Single,0,0
28,Male,Under Graduate,Business,None,None,213385,15176,Family,Two Wheeler,Single,1,0
26,Female,Under Graduate,Salaried,Tier 3,Mid-level 1,572649,34855,Owned,None,Single,0,0
26,Male,Post Graduate,Student,None,None,343299,8458,Rented,None,Married,0,0
27,Male,Post Graduate,Salaried,None,Mid-level 1,393846,12648,Rented,Two Wheeler,Single,0,0
28,Male,Graduate,Student,None,None,345618,3217,Rented,Two Wheeler,Single,0,0
31,Male,Graduate,Salaried,Tier 3,Mid-level 1,324399,43673,Family,Two Wheeler,Married,1,0
21,Male,Under Graduate,Business,None,None,113622,17544,Rented,None,Single,0,0
21,Male,Post Graduate,Professional,None,None,336801,2825,Rented,None,Single,1,0
28,Female,Graduate,Salaried,None,Mid-level 1,191677,12418,Rented,None,Single,0,0
19,Male,Under Graduate,Salaried,Tier 3,Entry,143496,47555,Rented,None,Married,0,0
29,Female,Post Graduate,Salaried,None,Junior,318371,23250,Owned,None,Married,0,0
25,Male,Graduate,Salaried,Tier 3,Entry,373374,16944,Rented,None,Single,0,1
25,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,291323,34532,Rented,None,Married,2,0
29,Male,Post Graduate,Salaried,None,Junior,174684,2395,Family,None,Married,2,1
25,Male,Graduate,Salaried,Tier 3,Mid-level 1,324158,7180,Rented,Two Wheeler,Married,1,0
28,Female,Graduate,Business,None,None,279804,4311,Owned,None,Single,0,0
29,Female,Post Graduate,Salaried,Tier 3,Entry,181785,46269,Family,None,Married,0,0
25,Male,Post Graduate,Professional,None,None,360462,2483,Owned,None,Married,2,0
27,Male,Graduate,Salaried,Tier 3,Mid-level 1,156381,26603,Rented,None,Single,0,0
29,Male,Post Graduate,Salaried,Tier 3,Junior,110417,17505,Family,None,Married,0,0
28,Female,Post Graduate,Professional,None,None,453265,6933,Rented,None,Married,0,0
30,Male,Post Graduate,Business,None,None,79093,2960,Owned,Two Wheeler,Married,1,0
38,Male,Graduate,Salaried,Tier 2,Mid-level 1,354837,3422,Family,Two Wheeler,Married,0,0
32,Male,Post Graduate,Business,None,None,402177,40532,Rented,None,Married,0,0
25,Male,Post Graduate,Business,None,None,114823,21697,Rented,Two Wheeler,Married,0,0
28,Female,Post Graduate,Salaried,None,Junior,176399,11400,Rented,Two Wheeler,Married,0,0
26,Male,Post Graduate,Salaried,Tier 3,Junior,478633,22087,Family,None,Married,1,0
28,Female,Post Graduate,Salaried,Tier 3,Entry,378384,36507,Rented,None,Married,1,0
29,Female,Graduate,Salaried,Tier 1,Mid-level 1,62900,13565,Rented,Two Wheeler,Single,0,0
26,Male,Under Graduate,Salaried,None,Entry,485214,12147,Owned,Two Wheeler,Married,2,0
38,Female,Post Graduate,Salaried,None,Mid-level 1,298650,6444,Rented,None,Single,1,0
29,Male,Graduate,Salaried,None,Mid-level 1,355954,7223,Owned,Two Wheeler,Single,2,0
30,Male,Graduate,Professional,None,None,122754,22749,Rented,Two Wheeler,Married,1,0
28,Female,Graduate,Salaried,None,Mid-level 1,408299,17246,Family,None,Married,0,0
29,Male,Post Graduate,Professional,None,None,175738,1865,Rented,None,Married,1,0
28,Female,Post Graduate,Business,None,None,92721,1235,Rented,None,Single,0,0
27,Male,Graduate,Salaried,None,Mid-level 1,368697,23163,Family,None,Married,1,0
29,Female,Post Graduate,Professional,None,None,823935,49951,Rented,None,Married,0,0
19,Male,Under Graduate,Business,None,None,56771,14305,Owned,None,Married,1,0
31,Male,Graduate,Salaried,None,Mid-level 1,143850,17468,Rented,None,Married,0,0
33,Female,Graduate,Professional,None,None,152526,16729,Rented,None,Single,2,0
26,Male,Graduate,Professional,None,None,216229,18593,Owned,Two Wheeler,Married,1,1
39,Male,Graduate,Professional,None,None,110382,23035,Company provided,Four Wheeler,Married,1,0
20,Male,Graduate,Salaried,None,Junior,444082,18714,Rented,Two Wheeler,Married,0,0
26,Female,Graduate,Salaried,None,Entry,344454,13876,Rented,None,Married,1,0
29,Male,Post Graduate,Business,None,None,198074,42233,Rented,None,Married,2,0
34,Female,Graduate,Salaried,Tier 3,Mid-level 1,458810,4590,Rented,Two Wheeler,Married,0,0
29,Male,Graduate,Business,None,None,361475,18935,Rented,None,Single,0,0
29,Female,Under Graduate,Business,None,None,256325,47068,Rented,Two Wheeler,Single,0,0
27,Male,Post Graduate,Salaried,Tier 2,Junior,440535,7124,Rented,Two Wheeler,Married,0,0
29,Male,Graduate,Business,None,None,978908,49763,Owned,None,Single,2,0
62,Male,Other,Salaried,None,Mid-level 1,84053,19679,Rented,None,Married,1,0
37,Male,Other,Business,None,None,67736,12236,Family,Two Wheeler,Married,1,0
29,Male,Graduate,Student,None,None,311267,42853,Company provided,None,Single,1,0
53,Male,Graduate,Business,None,None,441451,2592,Rented,None,Single,0,0
27,Male,Graduate,Business,None,None,259309,45509,Rented,None,Married,0,0
25,Male,Post Graduate,Salaried,None,Mid-level 1,70262,5031,Rented,None,Single,0,0
27,Male,Graduate,Salaried,Tier 3,Junior,100983,7098,Rented,None,Single,1,0
25,Male,Graduate,Business,None,None,469304,11861,Rented,Two Wheeler,Single,0,0
23,Female,Graduate,Business,None,None,198446,20698,Rented,None,Married,2,0
28,Male,Graduate,Professional,None,None,166825,19313,Rented,Two Wheeler,Single,1,0
27,Male,Graduate,Business,None,None,242235,4654,Rented,None,Single,0,0
31,Male,Graduate,Salaried,None,Mid-level 1,383897,23830,Rented,Four Wheeler,Single,0,0
28,Male,Other,Salaried,None,Entry,306461,14900,Family,None,Married,2,0
28,Male,Graduate,Professional,None,None,373036,12579,Rented,None,Married,0,0
30,Male,Graduate,Business,None,None,85897,5774,Rented,None,Single,0,0
28,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,90737,4264,Rented,None,Married,0,0
25,Male,Post Graduate,Salaried,None,Entry,134030,10586,Family,None,Married,0,0
26,Male,Post Graduate,Salaried,None,Mid-level 1,394005,20706,Rented,None,Married,1,0
22,Female,Under Graduate,Salaried,None,Junior,277227,1133,Company provided,None,Other,0,0
26,Male,Post Graduate,Salaried,Tier 2,Junior,346148,19275,Rented,None,Other,1,1
25,Male,Graduate,Business,None,None,215466,12603,Owned,None,Single,0,0
49,Male,Graduate,Salaried,Tier 3,Mid-level 1,438267,17993,Company provided,None,Married,2,0
25,Female,Graduate,Salaried,None,Junior,159654,2678,Rented,None,Single,0,0
28,Female,Under Graduate,Salaried,None,Entry,299872,13078,Rented,None,Single,0,0
34,Male,Post Graduate,Salaried,None,Mid-level 1,270681,41873,Owned,None,Single,0,1
18,Male,Post Graduate,Business,None,None,282688,38645,Rented,Two Wheeler,Married,0,0
27,Male,Graduate,Salaried,None,Mid-level 1,77591,3662,Rented,None,Single,0,1
29,Female,Graduate,Business,None,None,227342,23488,Rented,None,Single,0,1
36,Male,Graduate,Salaried,Tier 3,Mid-level 1,72297,22566,Owned,Four Wheeler,Single,0,0
46,Male,Under Graduate,Professional,None,None,260530,22292,Owned,None,Married,1,0
45,Female,Graduate,Salaried,None,Mid-level 1,210749,2864,Rented,None,Married,1,0
25,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,105592,35349,Rented,Two Wheeler,Married,0,0
29,Male,Graduate,Salaried,Tier 3,Junior,234098,8443,Family,None,Single,1,0
35,Male,Post Graduate,Salaried,None,Mid-level 1,485929,15868,Company provided,None,Married,0,0
20,Female,Under Graduate,Salaried,None,Junior,156731,5182,Family,None,Single,0,0
28,Male,Post Graduate,Business,None,None,336645,40864,Rented,None,Married,0,0
27,Female,Graduate,Salaried,Tier 2,Entry,350537,40813,Rented,None,Single,0,0
26,Male,Post Graduate,Professional,None,None,347284,19127,Family,None,Married,0,0
28,Female,Graduate,Salaried,None,Entry,207525,22880,Owned,None,Single,1,1
22,Male,Post Graduate,Salaried,None,Junior,113411,16645,Rented,Four Wheeler,Married,0,0
25,Male,Other,Business,None,None,982742,48529,Family,None,Married,0,0
29,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,167538,21319,Company provided,None,Single,0,0
27,Male,Post Graduate,Salaried,None,Mid-level 1,493406,12261,Owned,None,Married,0,0
26,Female,Graduate,Salaried,Tier 3,Mid-level 1,325291,10106,Company provided,None,Single,0,0
30,Female,Graduate,Salaried,None,Junior,112070,7437,Rented,None,Single,0,0
24,Female,Graduate,Salaried,Tier 1,Junior,486824,2325,Owned,Two Wheeler,Married,0,0
56,Male,Graduate,Salaried,None,Mid-level 1,194811,15215,Family,None,Married,1,0
30,Male,Graduate,Professional,None,None,515921,37320,Rented,None,Married,2,0
27,Male,Other,Salaried,None,Mid-level 1,820069,46415,Rented,None,Single,0,0
38,Male,Graduate,Salaried,Tier 3,Mid-level 1,199324,20677,Owned,Two Wheeler,Married,0,0
21,Male,Post Graduate,Salaried,None,Mid-level 1,77467,14970,Rented,None,Married,1,0
25,Female,Graduate,Salaried,Tier 3,Junior,221546,24726,Rented,None,Single,2,0
29,Male,Graduate,Professional,None,None,244230,39443,Rented,None,Single,1,0
35,Male,Graduate,Salaried,None,Mid-level 1,127295,43576,Owned,None,Single,0,0
25,Male,Graduate,Business,None,None,260779,16620,Owned,Two Wheeler,Single,0,0
25,Female,Post Graduate,Professional,None,None,90146,7426,Rented,None,Married,2,0
25,Male,Graduate,Business,None,None,785886,43957,Owned,Two Wheeler,Married,0,1
26,Male,Graduate,Professional,None,None,204745,11857,Rented,Two Wheeler,Single,1,0
23,Male,Other,Salaried,Tier 3,Entry,564000,23719,Rented,None,Other,1,0
34,Male,Graduate,Salaried,Tier 2,Mid-level 1,235861,18518,Rented,None,Married,1,0
29,Male,Post Graduate,Business,None,None,261783,3746,Owned,Two Wheeler,Married,1,0
44,Male,Under Graduate,Business,None,None,200425,17341,Rented,Two Wheeler,Single,0,0
39,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,340847,28562,Rented,None,Single,0,0
29,Female,Post Graduate,Salaried,Tier 3,Entry,110234,30787,Owned,None,Single,1,0
31,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,389842,40835,Rented,Two Wheeler,Married,0,0
28,Male,Under Graduate,Salaried,None,Mid-level 1,164817,19506,Owned,None,Married,0,0
27,Female,Graduate,Student,None,None,155539,15715,Owned,None,Single,2,0
25,Male,Graduate,Salaried,Tier 3,Entry,408242,21580,Rented,Two Wheeler,Single,0,0
35,Male,Under Graduate,Salaried,None,Mid-level 1,90710,18476,Family,None,Single,0,0
24,Female,Graduate,Salaried,Tier 3,Junior,182772,7913,Rented,None,Single,0,0
30,Male,Other,Professional,None,None,127194,48071,Rented,Two Wheeler,Married,0,0
53,Male,Graduate,Salaried,Tier 3,Mid-level 2,793349,47023,Rented,Two Wheeler,Single,2,0
39,Female,Graduate,Salaried,Tier 2,Mid-level 1,265230,7379,Rented,None,Single,0,0
28,Male,Graduate,Salaried,Tier 3,Junior,63689,19693,Rented,None,Single,2,0
37,Male,Other,Salaried,None,Mid-level 1,191637,17210,Rented,None,Married,1,0
25,Male,Graduate,Professional,None,None,460156,12200,Rented,None,Single,1,0
25,Male,Post Graduate,Professional,None,None,128609,13758,Owned,Two Wheeler,Married,1,0
28,Male,Post Graduate,Salaried,Tier 2,Entry,95409,9027,Rented,None,Married,0,0
29,Male,Graduate,Professional,None,None,205478,17038,Owned,None,Married,0,0
27,Male,Under Graduate,Salaried,None,Mid-level 1,199482,22537,Rented,None,Married,0,0
29,Female,Graduate,Salaried,Tier 3,Entry,462541,10731,Rented,Two Wheeler,Single,0,0
27,Male,Graduate,Business,None,None,223924,25527,Family,None,Married,0,0
29,Male,Graduate,Salaried,None,Junior,307546,1504,Rented,Two Wheeler,Married,0,1
37,Female,Graduate,Salaried,Tier 2,Mid-level 1,128389,11121,Rented,Two Wheeler,Married,2,0
25,Female,Graduate,Salaried,None,Mid-level 1,381369,3212,Rented,None,Married,0,0
24,Male,Graduate,Business,None,None,198412,1472,Rented,Two Wheeler,Married,1,0
20,Female,Under Graduate,Professional,None,None,383573,45614,Owned,None,Married,0,0
28,Female,Post Graduate,Salaried,None,Junior,94164,24407,Rented,Two Wheeler,Married,1,0
37,Male,Graduate,Salaried,Tier 1,Mid-level 1,374212,21062,Rented,Four Wheeler,Single,1,0
28,Female,Graduate,Professional,None,None,144364,1370,Owned,None,Married,0,0
27,Male,Graduate,Salaried,Tier 3,Junior,429374,5759,Rented,Two Wheeler,Married,1,0
19,Female,Graduate,Salaried,Tier 3,Mid-level 1,126255,42419,Rented,None,Single,1,0
27,Male,Post Graduate,Student,None,None,75193,3399,Rented,None,Married,1,0
26,Male,Graduate,Salaried,Tier 3,Entry,127915,16447,Company provided,None,Single,0,0
28,Male,Post Graduate,Student,None,None,480367,6438,Rented,None,Single,0,0
26,Male,Under Graduate,Business,None,None,122830,11895,Owned,None,Single,1,0
25,Male,Under Graduate,Professional,None,None,433458,7286,Rented,None,Single,0,0
29,Male,Post Graduate,Business,None,None,226395,2256,Rented,Two Wheeler,Married,0,0
26,Male,Under Graduate,Professional,None,None,287167,9403,Rented,None,Married,0,1
60,Male,Graduate,Salaried,Tier 3,Mid-level 1,302374,16597,Rented,Two Wheeler,Single,0,0
33,Female,Under Graduate,Business,None,None,247276,10234,Rented,None,Married,2,0
26,Male,Graduate,Professional,None,None,105250,7798,Rented,Four Wheeler,Single,0,0
29,Male,Graduate,Professional,None,None,607592,20628,Owned,None,Married,1,0
38,Female,Graduate,Business,None,None,385198,8538,Company provided,Two Wheeler,Single,1,0
28,Male,Post Graduate,Salaried,None,Mid-level 1,172722,6293,Rented,Two Wheeler,Married,2,0
24,Male,Graduate,Business,None,None,256330,8984,Rented,None,Married,1,0
27,Female,Post Graduate,Salaried,Tier 2,Junior,224648,2755,Rented,None,Single,0,0
37,Female,Graduate,Salaried,None,Mid-level 1,497630,1977,Company provided,Two Wheeler,Other,0,0
61,Female,Post Graduate,Salaried,Tier 2,Mid-level 1,220827,46956,Rented,None,Married,1,0
30,Male,Graduate,Salaried,Tier 2,Entry,97849,20478,Rented,Two Wheeler,Other,0,0
18,Female,Under Graduate,Salaried,Tier 3,Mid-level 1,275593,16154,Rented,None,Married,0,0
20,Male,Post Graduate,Salaried,None,Junior,466858,13028,Rented,Four Wheeler,Single,2,0
26,Female,Graduate,Business,None,None,651621,26970,Rented,Two Wheeler,Single,0,0
44,Male,Other,Salaried,Tier 3,Mid-level 1,301372,42353,Rented,None,Single,0,0
25,Male,Post Graduate,Professional,None,None,200336,16699,Company provided,None,Married,0,0
25,Male,Graduate,Salaried,None,Entry,101521,27481,Rented,None,Single,1,0
28,Female,Graduate,Salaried,None,Entry,84275,6245,Rented,None,Married,1,0
52,Male,Other,Professional,None,None,196176,3683,Rented,None,Single,0,0
55,Female,Graduate,Business,None,None,169630,15631,Family,Two Wheeler,Married,0,0
39,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,255958,5243,Rented,None,Married,1,0
27,Male,Post Graduate,Salaried,Tier 3,Entry,205243,13395,Family,None,Single,0,0
23,Male,Graduate,Salaried,Tier 3,Mid-level 1,409846,5616,Rented,None,Single,0,0
46,Male,Under Graduate,Salaried,Tier 1,Mid-level 1,138733,9864,Rented,None,Married,2,0
25,Male,Post Graduate,Salaried,None,Junior,305793,2895,Family,None,Married,0,0
39,Male,Post Graduate,Salaried,None,Mid-level 1,220382,42641,Owned,Four Wheeler,Other,1,0
28,Male,Graduate,Salaried,Tier 3,Mid-level 1,420052,5073,Rented,None,Married,0,0
26,Male,Under Graduate,Professional,None,None,373619,9528,Rented,Two Wheeler,Married,0,0
40,Male,Graduate,Salaried,None,Mid-level 1,158729,30224,Rented,Two Wheeler,Married,0,0
29,Male,Graduate,Business,None,None,160988,10577,Rented,None,Married,0,0
28,Male,Other,Professional,None,None,116860,5632,Rented,Four Wheeler,Married,0,0
29,Female,Post Graduate,Professional,None,None,368921,12113,Rented,Four Wheeler,Single,1,0
25,Female,Post Graduate,Business,None,None,96344,9099,Company provided,None,Married,0,0
25,Male,Post Graduate,Professional,None,None,162553,14341,Rented,None,Single,0,0
23,Male,Post Graduate,Salaried,Tier 2,Junior,785150,48995,Rented,Two Wheeler,Married,0,0
42,Male,Graduate,Salaried,Tier 3,Mid-level 1,305742,37976,Family,None,Married,0,0
20,Male,Under Graduate,Salaried,None,Junior,165007,11562,Rented,None,Married,2,0
28,Male,Graduate,Salaried,Tier 2,Mid-level 1,101882,17564,Rented,None,Married,0,0
29,Female,Post Graduate,Student,None,None,471865,12427,Owned,None,Married,0,0
29,Male,Graduate,Business,None,None,203322,22697,Owned,None,Married,0,1
38,Male,Post Graduate,Salaried,None,Mid-level 1,83401,21101,Rented,None,Married,2,0
24,Female,Post Graduate,Business,None,None,156739,9288,Rented,Two Wheeler,Married,0,0
23,Male,Graduate,Salaried,Tier 3,Entry,323377,5230,Rented,None,Single,0,0
39,Male,Post Graduate,Salaried,None,Mid-level 1,133014,11525,Owned,None,Married,0,0
32,Male,Other,Business,None,None,155684,7551,Company provided,None,Married,0,0
20,Female,Under Graduate,Professional,None,None,490698,38456,Rented,None,Single,0,0
28,Female,Graduate,Salaried,None,Entry,64768,20643,Company provided,None,Married,0,0
46,Female,Post Graduate,Salaried,None,Mid-level 1,118298,16862,Company provided,None,Married,0,0
32,Female,Graduate,Professional,None,None,58828,5536,Rented,None,Single,1,0
32,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,216531,19544,Company provided,Two Wheeler,Married,0,0
28,Male,Graduate,Salaried,Tier 3,Junior,422607,7417,Rented,Two Wheeler,Single,0,0
51,Male,Post Graduate,Business,None,None,484102,41418,Rented,None,Married,2,0
30,Male,Graduate,Salaried,None,Junior,301926,19722,Family,None,Single,0,0
28,Male,Graduate,Salaried,None,Entry,290706,6521,Owned,None,Married,0,0
52,Male,Graduate,Salaried,None,Mid-level 1,460522,19640,Owned,None,Single,0,0
31,Male,Under Graduate,Business,None,None,115345,15208,Owned,None,Married,1,0
28,Female,Graduate,Salaried,None,Entry,262245,14613,Rented,Two Wheeler,Married,0,0
27,Female,Graduate,Business,None,None,262098,12484,Rented,Two Wheeler,Single,0,0
29,Male,Post Graduate,Salaried,None,Junior,144137,15737,Rented,None,Married,1,0
27,Male,Graduate,Salaried,None,Junior,50216,15504,Rented,None,Married,0,0
25,Female,Graduate,Salaried,None,Junior,374748,32221,Company provided,None,Married,0,0
37,Male,Other,Salaried,None,Mid-level 1,238570,22629,Rented,None,Single,0,0
26,Male,Post Graduate,Salaried,Tier 3,Entry,272636,32455,Family,Two Wheeler,Married,1,0
28,Female,Post Graduate,Salaried,None,Mid-level 1,88784,21497,Owned,Two Wheeler,Married,2,0
22,Female,Post Graduate,Professional,None,None,441552,4170,Rented,None,Married,2,0
55,Male,Graduate,Business,None,None,475562,22647,Family,Two Wheeler,Married,0,0
53,Male,Graduate,Salaried,None,Mid-level 1,77741,28288,Owned,Two Wheeler,Married,0,0
18,Female,Under Graduate,Professional,None,None,395043,2528,Rented,Two Wheeler,Married,0,0
27,Female,Post Graduate,Salaried,Tier 3,Entry,55594,16845,Owned,None,Married,1,0
31,Male,Other,Salaried,Tier 3,Mid-level 1,61907,7783,Rented,None,Single,1,0
28,Female,Graduate,Professional,None,None,361037,45564,Rented,Two Wheeler,Single,0,0
25,Male,Graduate,Professional,None,None,154361,19247,Rented,Two Wheeler,Married,2,0
30,Male,Post Graduate,Professional,None,None,177593,16255,Owned,None,Married,0,0
25,Male,Post Graduate,Business,None,None,160948,3218,Owned,None,Single,0,0
27,Female,Graduate,Professional,None,None,356820,36892,Rented,None,Single,0,0
28,Male,Other,Professional,None,None,312996,16536,Rented,Two Wheeler,Single,0,0
20,Male,Post Graduate,Student,None,None,230748,26550,Family,None,Married,1,0
26,Male,Graduate,Salaried,Tier 2,Entry,58835,3691,Rented,Two Wheeler,Married,1,0
28,Female,Graduate,Business,None,None,329443,13654,Owned,None,Married,0,0
23,Male,Post Graduate,Salaried,None,Entry,210621,22756,Company provided,None,Married,1,0
28,Male,Graduate,Professional,None,None,397244,12665,Rented,Two Wheeler,Single,2,0
31,Female,Graduate,Business,None,None,291622,22856,Company provided,Four Wheeler,Single,1,0
28,Male,Graduate,Professional,None,None,239457,32560,Owned,None,Single,1,0
28,Female,Graduate,Student,None,None,308362,22477,Rented,None,Other,0,0
32,Female,Under Graduate,Salaried,Tier 3,Mid-level 1,241496,2896,Family,None,Single,2,0
19,Female,Graduate,Salaried,None,Junior,282367,3206,Rented,None,Single,0,0
30,Male,Graduate,Business,None,None,168382,5336,Rented,None,Married,0,0
24,Female,Post Graduate,Salaried,Tier 3,Junior,317708,19910,Rented,None,Married,1,0
29,Male,Graduate,Student,None,None,206445,8858,Rented,Two Wheeler,Married,0,0
21,Male,Graduate,Salaried,Tier 3,Junior,383562,4573,Owned,None,Married,0,0
21,Male,Graduate,Student,None,None,366524,5645,Rented,None,Married,1,0
